City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
289,Mgandu,1,TZ,2022-03-25 02:50:33,97,-5.95,34.1333,58.42,4.05
290,Pemangkat,99,ID,2022-03-25 02:50:33,83,1.1667,108.9667,80.19,5.77
291,Apatou,99,GF,2022-03-25 02:50:34,99,5.155,-54.3472,73.2,2.68
292,Ola,84,RU,2022-03-25 02:50:35,85,59.5833,151.2833,21.15,4.23
293,Changde,100,CN,2022-03-25 02:50:35,93,29.0464,111.6783,55.78,8.14
294,Miri,20,MY,2022-03-25 02:50:35,79,4.4148,114.0089,84.34,3.44
295,Soller,100,ES,2022-03-25 02:50:36,78,39.7662,2.7152,57.85,1.99
296,Boli,59,CN,2022-03-25 02:50:37,54,45.7667,130.5167,49.6,14.61
297,Ulladulla,70,AU,2022-03-25 02:50:37,72,-35.35,150.4667,68.9,5.73
298,Mutata,46,CO,2022-03-25 02:50:37,97,7.2441,-76.4356,74.34,2.53
299,Boguchany,99,RU,2022-03-25 02:50:38,90,58.3814,97.4531,23.92,3.94
300,Sao Felix Do Xingu,91,BR,2022-03-25 02:50:38,99,-6.6447,-51.995,71.92,1.3
301,Keti Bandar,0,PK,2022-03-25 02:50:39,68,24.1447,67.4497,78.44,9.1
302,Erzin,100,TR,2022-03-25 02:50:39,87,36.9559,36.2,43.99,0.85
303,Clyde River,100,CA,2022-03-25 02:50:40,77,70.4692,-68.5914,-3.77,24.16
304,Aklavik,75,CA,2022-03-25 02:50:40,92,68.2191,-135.0107,-0.26,11.81
305,Bairiki,40,KI,2022-03-25 02:50:40,66,1.3292,172.9752,87.8,13.8
306,Rudbar,0,AF,2022-03-25 02:50:41,19,30.15,62.6,70.36,4.41
307,Maraa,76,BR,2022-03-25 02:50:41,94,-1.8333,-65.3667,74.44,2.53
308,Provideniya,0,RU,2022-03-25 02:50:42,73,64.3833,-173.3,12.36,11.18
309,Half Moon Bay,100,US,2022-03-25 02:46:01,84,37.4636,-122.4286,58.05,26.46
310,Kholodnyy,100,RU,2022-03-25 02:50:42,77,62.7167,147.95,5.63,1.97
311,Chapada Dos Guimaraes,98,BR,2022-03-25 02:50:43,93,-15.4606,-55.7497,74.86,3.94
312,Iki-Burul,100,RU,2022-03-25 02:50:43,99,45.8208,44.6472,35.89,9.8
313,Sulangan,8,PH,2022-03-25 02:50:44,75,11.1373,123.7228,82.17,6.11
314,Armidale,100,AU,2022-03-25 02:50:44,88,-30.5167,151.65,61.43,3.29
315,Simao,13,CN,2022-03-25 02:50:45,43,22.7886,100.9748,74.43,8.55
316,Charters Towers,5,AU,2022-03-25 02:50:45,28,-20.1,146.2667,89.51,9.35
317,Taksimo,100,RU,2022-03-25 02:50:46,86,56.3444,114.8794,19.22,2.75
318,Vasteras,65,SE,2022-03-25 02:50:46,87,59.6162,16.5528,38.86,3.44
319,Ust-Omchug,98,RU,2022-03-25 02:50:46,84,61.15,149.6333,9.81,4.16
320,Tromso,75,NO,2022-03-25 02:50:47,86,69.6496,18.957,28.42,3.44
321,Nome,0,US,2022-03-25 02:51:47,58,64.5011,-165.4064,23.07,9.22
